S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
6051,Hyundai i10 Era 1.1 iTech SE,Pune,2016,71000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,
6052,Mitsubishi Pajero 2.8 SFX,Chennai,2018,121000,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,,
6053,Maruti Swift Dzire Tour LDI,Kolkata,2021,107000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,
6054,Maruti Swift Dzire VXI,Chennai,2021,51000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,
6055,Skoda Rapid 1.6 MPI AT Style,Mumbai,2023,13500,Petrol,Automatic,First,14.84 kmpl,1598 CC,103.52 bhp,5.0,14.95 Lakh,
6056,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Bangalore,2022,13000,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,,
6057,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Pune,2016,81000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,
6058,BMW 5 Series 520d Luxury Line,Mumbai,2018,66889,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,70.43 Lakh,
6059,Maruti Baleno Alpha 1.3,Ahmedabad,2024,32000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,,
6060,Audi A4 2.0 TDI 177 Bhp Technology Edition,Pune,2019,87001,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,
6061,Audi A4 2.0 TDI Multitronic,Hyderabad,2019,55000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,140 bhp,5.0,,
6062,Skoda Rapid 1.6 MPI Ambition,Jaipur,2024,4000,Petrol,Manual,First,15.41 kmpl,1598 CC,103.52 bhp,5.0,11.89 Lakh,
6063,Maruti Ertiga SHVS VDI,Kochi,2023,27778,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,,
6064,Maruti Ciaz 1.4 Zeta,Mumbai,2023,5000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,
6065,Maruti Ciaz ZXi,Pune,2020,72000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,
6066,Mercedes-Benz A Class A200 CDI Sport,Chennai,2021,21000,Diesel,Automatic,First,20.0 kmpl,2143 CC,136 bhp,5.0,,
6067,Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2021,59299,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,
6068,BMW 3 Series 320d Prestige,Ahmedabad,2020,75000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,
6069,Maruti Alto 800 2016-2019 LXI,Kochi,2025,3413,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,
6070,Ford Ecosport 1.5 DV5 MT Titanium,Mumbai,2020,62000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,
6071,Ford Endeavour 3.0L 4X4 AT,Mumbai,2016,105001,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7.0,,
6072,Audi Q5 2.0 TDI,Mumbai,2019,89000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,
6073,Hyundai Verna 1.6 SX VTVT,Mumbai,2020,21000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,
6074,Mahindra XUV500 W8 4WD,Kolkata,2020,50000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,
6075,Maruti Vitara Brezza ZDi,Hyderabad,2022,70687,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.02 Lakh,
6076,Toyota Etios Liva 1.4 VXD,Pune,2022,104350,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,8.94 Lakh,
6077,Tata Indigo CS LX (TDI) BS III,Chennai,2017,150000,Diesel,Manual,Second,19.09 kmpl,1396 CC,69 bhp,5.0,,
6078,Honda City ZX GXi,Delhi,2014,81000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5.0,,
6079,Toyota Corolla Altis G,Kolkata,2014,89000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5.0,,
6080,Hyundai Grand i10 Asta,Kochi,2023,35223,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,
6081,Hyundai i20 Sportz 1.2,Kolkata,2021,48000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,
6082,Volkswagen Polo 1.5 TDI Comfortline,Delhi,2021,60000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,
6083,Maruti Celerio X VXI Option,Mumbai,2024,7000,Petrol,Manual,First,23.0 kmpl,998 CC,67 bhp,5.0,5.78 Lakh,
6084,Chevrolet Sail Hatchback 1.2,Kochi,2021,47572,Petrol,Manual,First,18.2 kmpl,1199 CC,82.5 bhp,5.0,,
6085,Mahindra Scorpio VLX Special Edition BS-IV,Delhi,2016,72727,Diesel,Manual,Second,15.4 kmpl,2179 CC,120 bhp,8.0,,
6086,Volkswagen Ameo 1.5 TDI Comfortline,Mumbai,2024,4708,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5.0,9.4 Lakh,
6087,Maruti Wagon R LXI,Delhi,2015,55000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,
6088,Honda Brio S Option MT,Coimbatore,2019,44198,Petrol,Manual,Second,18.4 kmpl,1198 CC,86.8 bhp,5.0,,
6089,Maruti Ertiga VXI,Ahmedabad,2021,35000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,
6090,Hyundai Santro Xing GL,Ahmedabad,2019,63831,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5.0,,
6091,Ford Figo Aspire 1.2 Ti-VCT Titanium,Delhi,2023,17540,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,
6092,Tata Tiago AMT 1.2 Revotron XTA,Mumbai,2023,14000,Petrol,Automatic,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.3 Lakh,
6093,Hyundai Santro Xing XL,Bangalore,2013,47000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5.0,,
6094,Chevrolet Beat LT,Chennai,2016,75422,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,,
6095,Nissan Micra Diesel XV,Hyderabad,2017,67000,Diesel,Manual,Second,23.08 kmpl,1461 CC,63.1 bhp,5.0,,
6096,Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2019,79999,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,,
6097,Hyundai Xcent 1.2 VTVT E,Kolkata,2023,5044,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5.0,6.41 Lakh,
6098,Maruti Ciaz VXi,Kolkata,2022,31601,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,
6099,BMW 5 Series 2013-2017 520d Luxury Line,Delhi,2020,70000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,,
6100,Toyota Camry Hybrid 2.5,Ahmedabad,2022,16000,Petrol,Automatic,First,19.16 kmpl,2487 CC,175.67 bhp,5.0,40.62 Lakh,
6101,Toyota Corolla Altis D-4D G,Mumbai,2022,31700,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,
6102,Hyundai Verna 1.6 SX CRDi (O),Kochi,2020,76969,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,
6103,Volkswagen Vento 1.5 TDI Highline AT,Kolkata,2021,37000,Diesel,Automatic,First,21.21 kmpl,1498 CC,103.2 bhp,5.0,,
6104,Nissan Teana XL,Mumbai,2020,23000,Petrol,Automatic,First,11.07 kmpl,2496 CC,179.5 bhp,5.0,,
6105,Hyundai i20 1.2 Sportz Option,Coimbatore,2020,59098,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,,
6106,Tata Manza Club Class Safire90 LX,Kochi,2016,142299,Petrol,Manual,First,13.07 kmpl,1368 CC,88.76 bhp,5.0,,
6107,Ford Figo Diesel ZXI,Jaipur,2017,75731,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,
6108,Hyundai i20 Asta 1.2,Coimbatore,2023,69627,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,
6109,Ford Fiesta Classic 1.6 SXI Duratec,Mumbai,2017,49000,Petrol,Manual,First,15.3 kmpl,1596 CC,99.6 bhp,5.0,,
6110,Mercedes-Benz B Class B180 Sports,Mumbai,2021,25700,Petrol,Automatic,First,11.9 kmpl,1595 CC,120.7 bhp,5.0,,
6111,Hyundai i20 Magna,Delhi,2018,80800,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5.0,,
6112,Maruti Swift Dzire VDI,Hyderabad,2019,110896,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,
6113,Hyundai Santro Xing GLS,Kolkata,2015,62261,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,
6114,Maruti Baleno Alpha,Kochi,2023,27610,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.8 Lakh,
6115,Honda Accord 2.4 Elegance M/T,Kochi,2017,89219,Petrol,Manual,First,10.2 kmpl,2354 CC,180 bhp,5.0,,
6116,Nissan Micra XL CVT,Hyderabad,2024,6700,Petrol,Automatic,First,19.34 kmpl,1198 CC,75.94 bhp,5.0,,
6117,Maruti Zen Estilo LXI BS IV,Pune,2017,51599,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5.0,,
6118,Hyundai Elantra CRDi SX,Kolkata,2019,37489,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5.0,,
6119,Tata Indica V2 DiCOR DLG BS-III,Mumbai,2022,98000,Diesel,Manual,First,17.5 kmpl,1396 CC,70 bhp,5.0,,
6120,Tata Nano Lx,Hyderabad,2018,25183,Petrol,Manual,First,26.0 kmpl,624 CC,35 bhp,4.0,,
6121,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2021,52100,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5.0,,
6122,Honda Amaze S i-Dtech,Pune,2020,60000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,
6123,Volkswagen Polo Diesel Highline 1.2L,Kolkata,2019,51000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,
6124,Tata Indica Vista Quadrajet LX,Mumbai,2018,70000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,5.0,,
6125,Audi Q3 30 TDI S Edition,Jaipur,2021,95000,Diesel,Manual,First,17.32 kmpl,1968 CC,138.13 bhp,5.0,,
6126,Honda City i DTEC SV,Jaipur,2020,66346,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,
6127,Honda Amaze SX i-DTEC,Hyderabad,2021,69150,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,
6128,Hyundai i20 Asta Option 1.2,Bangalore,2022,31000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,
6129,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2019,49000,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5.0,,
6130,Honda Brio S MT,Kochi,2020,63058,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,
6131,Mercedes-Benz New C-Class C 250 CDI Avantgarde,Delhi,2022,22000,Diesel,Automatic,First,19.71 kmpl,2143 CC,201.15 bhp,5.0,,
6132,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2021,73026,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,
6133,Hyundai i10 Magna AT,Coimbatore,2017,21762,Petrol,Automatic,Second,19.2 kmpl,1197 CC,80 bhp,5.0,,
6134,Hyundai Verna 1.6 SX VTVT,Coimbatore,2024,29738,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,
6135,Hyundai i20 1.2 Magna Executive,Mumbai,2024,16053,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,
6136,BMW 5 Series 525d Sedan,Kochi,2018,61665,Diesel,Automatic,First,16.73 kmpl,2993 CC,218 bhp,5.0,,
6137,Maruti Swift Dzire Vdi BSIV,Delhi,2021,51000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,
6138,Honda BRV i-DTEC V MT,Bangalore,2022,34820,Diesel,Manual,First,21.9 kmpl,1498 CC,98.6 bhp,7.0,15.59 Lakh,
6139,Maruti Ertiga VXI,Mumbai,2024,12000,Petrol,Manual,First,17.5 kmpl,1373 CC,91.1 bhp,7.0,,
6140,Maruti Swift Dzire VDI Optional,Hyderabad,2023,32287,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,
6141,Toyota Etios Liva GD,Jaipur,2018,121134,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5.0,,
6142,BMW X3 xDrive20d,Coimbatore,2021,74485,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5.0,,
6143,Chevrolet Beat Diesel LS,Chennai,2017,63000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,
6144,Audi Q3 30 TDI Premium FWD,Coimbatore,2024,53190,Diesel,Automatic,First,18.51 kmpl,1968 CC,147.51 bhp,5.0,44.8 Lakh,
6145,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2022,26900,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7.0,,
6146,BMW 3 Series GT 320d Sport Line,Hyderabad,2021,40000,Diesel,Automatic,First,19.59 kmpl,1995 CC,184 bhp,5.0,,
6147,Hyundai Grand i10 Asta Option,Coimbatore,2022,40587,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,
6148,Hyundai Grand i10 Asta,Hyderabad,2021,27000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,
6149,Toyota Etios Liva VD,Coimbatore,2022,29108,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,,
6150,Datsun GO T Petrol,Mumbai,2021,18000,Petrol,Manual,First,19.83 kmpl,1198 CC,67 bhp,5.0,5.74 Lakh,
6151,Maruti Ignis 1.2 Alpha,Kolkata,2023,10500,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,7.43 Lakh,
6152,Maruti A-Star Zxi,Chennai,2015,60000,Petrol,Manual,Third & above,19.0 kmpl,998 CC,66.1 bhp,5.0,,
6153,Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,2017,61000,Petrol,Automatic,Third & above,13.9 kmpl,1799 CC,130.3 bhp,5.0,,
6154,Maruti Alto 800 LXI,Kolkata,2023,5000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,
6155,Jaguar XE 2.0L Diesel Prestige,Pune,2024,24001,Diesel,Automatic,First,13.6 kmpl,1999 CC,177 bhp,5.0,52.96 Lakh,
6156,Hyundai i20 1.4 CRDi Sportz,Hyderabad,2017,76000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,
6157,Ford EcoSport 1.0 Ecoboost Titanium Plus,Hyderabad,2020,56000,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5.0,,
6158,Mahindra KUV 100 mFALCON G80 K4 5str,Mumbai,2022,30000,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,5.0,,
6159,Maruti Vitara Brezza VDi Option,Hyderabad,2023,44263,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,,
6160,Ford Figo Diesel ZXI,Hyderabad,2017,97899,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,
6161,Volkswagen Vento Diesel Highline,Jaipur,2017,157301,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5.0,,
6162,Ford Fiesta 1.4 SXI Duratorq,Jaipur,2014,135000,Diesel,Manual,First,17.8 kmpl,1399 CC,null bhp,5.0,,
6163,Fiat Avventura FIRE Dynamic,Pune,2022,35000,Petrol,Manual,Second,14.4 kmpl,1368 CC,88.8 bhp,5.0,,
6164,Honda Civic 2006-2010 1.8 V MT,Pune,2015,106000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5.0,,
6165,Honda CR-V Diesel,Kolkata,2022,121590,Diesel,Manual,First,18.0 kmpl,2000 CC,148 bhp,5.0,,
6166,Maruti Wagon R LXI,Delhi,2018,64692,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,4.59 Lakh,
6167,Hyundai i10 Magna,Mumbai,2016,41000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,
6168,Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2024,25143,Diesel,Automatic,First,22.0 kmpl,1498 CC,108.495 bhp,5.0,,
6169,Volkswagen Vento Diesel Highline,Ahmedabad,2017,51000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,
6170,Hyundai Accent CRDi,Pune,2011,109000,Diesel,Manual,Second,13.1 kmpl,1493 CC,82 bhp,5.0,,
6171,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2021,69062,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,
6172,Jaguar XF 2.2 Litre Luxury,Kochi,2021,34386,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,
6173,Maruti Baleno Alpha 1.2,Delhi,2022,20185,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,
6174,Hyundai Grand i10 CRDi Magna,Hyderabad,2019,41585,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,
6175,Hyundai EON Era,Kolkata,2017,24000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,
6176,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2022,40000,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5.0,,
6177,Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2018,37000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5.0,,
6178,Ford EcoSport 1.5 Diesel Titanium,Chennai,2021,67630,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,11.48 Lakh,
6179,Maruti Celerio VXI AT,Coimbatore,2022,24192,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,
6180,Maruti Vitara Brezza VDi Option,Hyderabad,2023,32248,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,,
6181,Mahindra Xylo E9,Mumbai,2019,28000,Diesel,Manual,First,13.0 kmpl,2179 CC,120 bhp,8.0,,
6182,Hyundai Creta 1.6 SX Automatic,Kochi,2024,36471,Petrol,Automatic,First,14.8 kmpl,1591 CC,121.3 bhp,5.0,15.93 Lakh,
6183,Honda Mobilio V i VTEC,Kochi,2021,69689,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7.0,,
6184,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Kochi,2021,69095,Diesel,Automatic,First,11.3 kmpl,2987 CC,254.8 bhp,7.0,,
6185,Hyundai i20 Magna,Kolkata,2016,46000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,
6186,Mercedes-Benz S Class 2005 2013 S 350 L,Mumbai,2014,65000,Petrol,Automatic,Third & above,10.13 kmpl,3498 CC,364.9 bhp,5.0,,
6187,Volkswagen Vento 1.5 TDI Highline,Chennai,2021,119258,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,14.32 Lakh,
6188,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2021,38339,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,,
6189,Toyota Etios V,Mumbai,2018,59503,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5.0,,
6190,Tata Indica Vista Aqua TDI BSIII,Chennai,2016,93600,Diesel,Manual,Third & above,17.0 kmpl,1405 CC,71 bhp,5.0,,
6191,Volkswagen Passat 1.8 TSI MT,Coimbatore,2017,58865,Petrol,Manual,First,14.3 kmpl,1798 CC,160 bhp,5.0,,
6192,Maruti Alto LXi,Coimbatore,2018,64631,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,
6193,Skoda Laura 1.9 TDI MT Elegance,Pune,2013,124298,Diesel,Manual,Second,17.0 kmpl,1896 CC,105 bhp,5.0,,
6194,Maruti Wagon R LX,Jaipur,2009,50000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,
6195,Nissan Sunny 2011-2014 Diesel XV,Kolkata,2019,40001,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,,
6196,Honda Brio VX,Bangalore,2021,62659,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,
6197,Hyundai i10 Sportz,Kochi,2020,68138,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,
6198,Mercedes-Benz M-Class ML 250 CDI,Mumbai,2020,34000,Diesel,Automatic,First,15.26 kmpl,2143 CC,203.2 bhp,5.0,,
6199,Volkswagen Vento Petrol Comfortline,Mumbai,2019,67000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,
6200,Honda Mobilio S i DTEC,Delhi,2021,64141,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,,
6201,Maruti Alto LXI,Kolkata,2025,1000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,3.99 Lakh,
6202,Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2019,42000,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,,
6203,Honda City ZX VTEC Plus,Coimbatore,2015,76677,Petrol,Manual,Third & above,16.9 kmpl,1497 CC,100 bhp,5.0,,
6204,Audi A8 L 3.0 TDI quattro,Kochi,2019,66848,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5.0,,
6205,Hyundai Santro Xing GL,Ahmedabad,2013,78000,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5.0,,
6206,Maruti Swift Dzire VDi,Delhi,2016,111166,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,
6207,Hyundai Verna CRDi ABS,Chennai,2013,76000,Diesel,Manual,First,18.1 kmpl,1493 CC,110 bhp,5.0,,
6208,Audi Q5 2008-2012 2.0 TDI,Coimbatore,2018,94049,Diesel,Automatic,First,12.8 kmpl,1968 CC,167.6 bhp,5.0,,
6209,BMW X1 sDrive20d,Ahmedabad,2020,47000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,
6210,Tata Indica DLS,Chennai,2012,140000,Diesel,Manual,Second,13.5 kmpl,1405 CC,null bhp,5.0,,
6211,Tata Nano XT,Delhi,2021,20047,Petrol,Manual,First,23.9 kmpl,624 CC,37.48 bhp,4.0,,
6212,BMW 7 Series 730Ld DPE Signature,Chennai,2023,16000,Diesel,Automatic,First,16.77 kmpl,2993 CC,261.49 bhp,5.0,1.58 Cr,
6213,Honda Brio 1.2 S MT,Chennai,2018,27000,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,6.15 Lakh,
6214,Maruti Alto 800 2016-2019 LXI,Mumbai,2024,1001,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,
6215,Hyundai i20 1.2 Sportz,Kolkata,2016,89312,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,
6216,Hindustan Motors Contessa 2.0 DSL,Pune,2002,65000,Diesel,Manual,Second,14.1 kmpl,1995 CC,null bhp,5.0,,
6217,Renault Duster 110PS Diesel RxZ,Pune,2018,93000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,5.0,,
6218,Maruti Swift Dzire VDI,Kolkata,2019,48000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,
6219,Maruti Dzire ZDI,Coimbatore,2020,64917,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,8.95 Lakh,
6220,Honda City i VTEC V,Jaipur,2023,19678,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,
6221,Jaguar XF Diesel,Kolkata,2020,12000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,
6222,BMW 3 Series 320d Luxury Line,Delhi,2020,41309,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,
6223,BMW 3 Series Luxury Line,Coimbatore,2024,25038,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,62.07 Lakh,
6224,Chevrolet Beat Diesel LS,Coimbatore,2022,68673,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5.0,,
6225,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2024,26343,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,
6226,Maruti Omni E 8 Str STD,Bangalore,2011,81245,Petrol,Manual,Third & above,16.8 kmpl,796 CC,34.2 bhp,8.0,,
6227,Nissan Micra Diesel XV,Delhi,2018,62100,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,
6228,Volkswagen Vento Petrol Highline,Pune,2019,104000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,
6229,Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2020,114831,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,
6230,Fiat Linea Dynamic,Mumbai,2016,46000,Petrol,Manual,First,14.6 kmpl,1368 CC,88.7 bhp,5.0,,
6231,Hyundai Verna 1.6 SX,Jaipur,2020,80000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,
6232,Hyundai i20 Active 1.2 S,Kolkata,2022,9201,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,,
6233,Honda Brio V MT,Kochi,2019,55311,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,
6234,Honda Mobilio RS Option i DTEC,Coimbatore,2021,58217,Diesel,Manual,First,24.5 kmpl,1498 CC,98.6 bhp,7.0,,
6235,Mitsubishi Pajero Sport 4X4,Delhi,2019,70655,Diesel,Manual,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,31.93 Lakh,
6236,Hyundai i10 Magna,Kolkata,2021,46000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,
6237,Tata Manza Club Class Quadrajet90 LS,Pune,2020,125000,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5.0,,
6238,Renault Duster Adventure Edition,Mumbai,2020,59000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,
6239,Hyundai Verna CRDi 1.6 AT SX Plus,Mumbai,2019,66000,Diesel,Automatic,Second,22.0 kmpl,1582 CC,126.2 bhp,5.0,15.88 Lakh,
